,celebrity,professional,dance,song,series,week,running_order,score_craig,score_arlene,score_len,score_bruno,score_alesha,score_darcey,score_jennifer,score_donny,score_shirley,score_alfonso,score_motsi,score_anton,total
1064,Rachel Riley,Pasha Kovalev,Salsa,Get Lucky,11,2,7,4,0,6,5,0,5,0,0,0,0,0,0,20
1065,Vanessa Feltz,James Jordan,Waltz,Run To You,11,2,8,5,0,6,6,0,6,0,0,0,0,0,0,23
1066,Julien Macdonald,Janette Manrara,Tango,Applause,11,2,9,3,0,5,5,0,5,0,0,0,0,0,0,18
1067,Fiona Fullerton,Anton du Beke,Cha-Cha-Cha,Beggin',11,2,10,6,0,5,5,0,6,0,0,0,0,0,0,22
1068,Mark Benton,Iveta Lukosiute,Salsa,Bom Bom,11,2,11,4,0,7,5,0,6,0,0,0,0,0,0,22
1069,Sophie Ellis-Bextor,Brendan Cole,Charleston,Rock It To Me,11,2,12,9,0,9,9,0,9,0,0,0,0,0,0,36
1070,Ben Cohen,Kristina Rihanoff,Waltz,What The World Needs Now,11,2,13,6,0,7,6,0,6,0,0,0,0,0,0,25
1071,Abbey Clancy,Aljaž Skorjanec,Cha-Cha-Cha,Let's Get Loud,11,2,14,7,0,8,8,0,7,0,0,0,0,0,0,30
1072,Ashley Taylor Dawson,Ola Jordan,American Smooth,Beyond The Sea,11,2,15,7,0,8,8,0,9,0,0,0,0,0,0,32
1073,Abbey Clancy,Aljaž Skorjanec,Jive,Can't Buy Me Love,11,3,1,6,0,8,7,0,7,0,0,0,0,0,0,28
1074,Patrick Robinson,Anya Garnis,Foxtrot,Let There Be Love,11,3,2,6,0,7,7,0,7,0,0,0,0,0,0,27
1075,Dave Myers,Karen Hauer,Paso Doble,I Would Do Anything For Love (But I Won't Do That),11,3,3,2,0,5,4,0,5,0,0,0,0,0,0,16
1076,Fiona Fullerton,Anton du Beke,Waltz,True Love,11,3,4,7,0,7,7,0,7,0,0,0,0,0,0,28
1077,Rachel Riley,Pasha Kovalev,Cha-Cha-Cha,When Love Takes Over,11,3,5,6,0,7,7,0,7,0,0,0,0,0,0,27
1078,Mark Benton,Iveta Lukosiute,American Smooth,It Must Be Love,11,3,6,6,0,7,7,0,6,0,0,0,0,0,0,26
1079,Ben Cohen,Kristina Rihanoff,Rumba,To Make You Feel My Love,11,3,7,7,0,7,7,0,7,0,0,0,0,0,0,28
1080,Sophie Ellis-Bextor,Brendan Cole,Samba,All Night Long,11,3,8,7,0,8,8,0,8,0,0,0,0,0,0,31
1081,Julien Macdonald,Janette Manrara,Jive,Everybody Needs Somebody To Love,11,3,9,4,0,7,6,0,5,0,0,0,0,0,0,22
1082,Susanna Reid,Kevin Clifton,Viennese Waltz,Annie's Song,11,3,10,8,0,9,8,0,9,0,0,0,0,0,0,34
1083,Vanessa Feltz,James Jordan,Tango,Lay All Your Love On Me,11,3,11,3,0,6,6,0,5,0,0,0,0,0,0,20
1084,Ashley Taylor Dawson,Ola Jordan,Samba,Love Is In The Air,11,3,12,8,0,7,8,0,8,0,0,0,0,0,0,31
1085,Natalie Gumede,Artem Chigvintsev,Rumba,Love The Way You Lie,11,3,13,9,0,9,9,0,9,0,0,0,0,0,0,36
1086,Deborah Meaden,Robin Windsor,Quickstep,(Your Love Keeps Lifting Me) Higher and Higher,11,3,14,7,0,7,7,0,7,0,0,0,0,0,0,28
1087,Sophie Ellis-Bextor,Brendan Cole,Foxtrot,Cheek to Cheek,11,4,1,8,0,9,9,0,9,0,0,0,0,0,0,35
1088,Fiona Fullerton,Anton du Beke,Rumba,World Of Our Own,11,4,2,4,0,6,6,0,6,0,0,0,0,0,0,22
1089,Mark Benton,Iveta Lukosiute,Cha-Cha-Cha,U Can't Touch This,11,4,3,3,0,8,7,0,8,0,0,0,0,0,0,26
1090,Ashley Taylor Dawson,Ola Jordan,Viennese Waltz,Angel,11,4,4,7,0,8,8,0,8,0,0,0,0,0,0,31
1091,Julien Macdonald,Janette Manrara,Salsa,Spice Up Your Life,11,4,5,4,0,7,6,0,6,0,0,0,0,0,0,23
1092,Rachel Riley,Pasha Kovalev,Quickstep,Johnny Got A Boom Boom,11,4,6,5,0,7,7,0,7,0,0,0,0,0,0,26
1093,Ben Cohen,Kristina Rihanoff,Salsa,Hard To Handle,11,4,7,8,0,8,7,0,8,0,0,0,0,0,0,31
1094,Deborah Meaden,Robin Windsor,Jive,Making Your Mind Up,11,4,8,5,0,6,6,0,6,0,0,0,0,0,0,23
1095,Natalie Gumede,Artem Chigvintsev,Quickstep,Yeah!,11,4,9,9,0,8,9,0,9,0,0,0,0,0,0,35
1096,Patrick Robinson,Anya Garnis,Cha-Cha-Cha,Mercy,11,4,10,8,0,9,8,0,8,0,0,0,0,0,0,33
1097,Abbey Clancy,Aljaž Skorjanec,Tango,Spectrum,11,4,11,9,0,9,9,0,8,0,0,0,0,0,0,35
1098,Dave Myers,Karen Hauer,Waltz,Take It To The Limit,11,4,12,5,0,6,6,0,6,0,0,0,0,0,0,23
1099,Susanna Reid,Kevin Clifton,Samba,"Whenever, Wherever",11,4,13,6,0,8,8,0,7,0,0,0,0,0,0,29
1100,Natalie Gumede,Artem Chigvintsev,Samba,Bamboleo,11,5,1,8,0,9,9,0,9,0,0,0,0,0,0,35
1101,Abbey Clancy,Aljaž Skorjanec,Foxtrot,Dear Darlin',11,5,2,8,0,9,9,0,9,0,0,0,0,0,0,35
1102,Dave Myers,Karen Hauer,Salsa,Cuban Pete,11,5,3,3,0,5,4,0,5,0,0,0,0,0,0,17
1103,Deborah Meaden,Robin Windsor,Viennese Waltz,It's A Man's Man's Man's World,11,5,4,6,0,7,7,0,7,0,0,0,0,0,0,27
1104,Patrick Robinson,Anya Garnis,Salsa,Wings,11,5,5,6,0,7,7,0,8,0,0,0,0,0,0,28
1105,Fiona Fullerton,Anton du Beke,Quickstep,If My Friends Could See Me Now,11,5,6,7,0,8,8,0,7,0,0,0,0,0,0,30
1106,Rachel Riley,Pasha Kovalev,Paso Doble,Maneater,11,5,7,4,0,6,6,0,6,0,0,0,0,0,0,22
1107,Mark Benton,Iveta Lukosiute,Waltz,Apologize,11,5,8,7,0,7,7,0,7,0,0,0,0,0,0,28
1108,Ashley Taylor Dawson,Ola Jordan,Jive,Johnny B. Goode,11,5,9,7,0,8,8,0,8,0,0,0,0,0,0,31
1109,Susanna Reid,Kevin Clifton,American Smooth,Sunny Side Of The Street,11,5,10,8,0,8,8,0,8,0,0,0,0,0,0,32
1110,Ben Cohen,Kristina Rihanoff,Quickstep,I'll Be There For You,11,5,11,6,0,7,7,0,7,0,0,0,0,0,0,27
1111,Sophie Ellis-Bextor,Brendan Cole,Cha-Cha-Cha,P. Y. T. (Pretty Young Thing),11,5,12,7,0,7,8,0,8,0,0,0,0,0,0,30
1112,Patrick Robinson,Anya Garnis,Quickstep,Man With The Hex,11,6,1,8,0,9,8,0,9,0,0,0,0,0,0,34
1113,Fiona Fullerton,Anton du Beke,Charleston,Jeepers Creepers,11,6,2,6,0,8,7,0,7,0,0,0,0,0,0,28
1114,Ben Cohen,Kristina Rihanoff,Paso Doble,Supermassive Black Hole,11,6,3,7,0,9,8,0,8,0,0,0,0,0,0,32
1115,Sophie Ellis-Bextor,Brendan Cole,Jive,Maneater,11,6,4,6,0,8,7,0,7,0,0,0,0,0,0,28
1116,Natalie Gumede,Artem Chigvintsev,Viennese Waltz,Devil In Me,11,6,5,9,0,9,10,0,10,0,0,0,0,0,0,38
1117,Mark Benton,Iveta Lukosiute,Paso Doble,I Lost My Heart To A Starship Trooper,11,6,6,6,0,7,6,0,6,0,0,0,0,0,0,25
1118,Rachel Riley,Pasha Kovalev,American Smooth,I Put A Spell On You,11,6,7,7,0,8,8,0,7,0,0,0,0,0,0,30
1119,Ashley Taylor Dawson,Ola Jordan,Tango,Beautiful Monster,11,6,8,8,0,8,8,0,9,0,0,0,0,0,0,33
1120,Abbey Clancy,Aljaž Skorjanec,Rumba,Stay,11,6,9,8,0,9,9,0,8,0,0,0,0,0,0,34
1121,Dave Myers,Karen Hauer,Jive,Monster Mash,11,6,10,4,0,6,4,0,5,0,0,0,0,0,0,19
1122,Susanna Reid,Kevin Clifton,Charleston,Bad Moon Rising,11,6,11,8,0,9,9,0,8,0,0,0,0,0,0,34
1123,Ben Cohen,Kristina Rihanoff,Jive,"Jump, Jive an' Wail",11,7,1,4,0,8,7,0,7,0,0,0,0,0,0,26
1124,Fiona Fullerton,Anton du Beke,Paso Doble,Song 2,11,7,2,5,0,7,7,0,7,0,0,0,0,0,0,26
1125,Abbey Clancy,Aljaž Skorjanec,Charleston,Cabaret,11,7,3,9,0,9,9,0,9,0,0,0,0,0,0,36
1126,Mark Benton,Iveta Lukosiute,Rumba,Goldfinger,11,7,4,5,0,7,5,0,6,0,0,0,0,0,0,23
1127,Susanna Reid,Kevin Clifton,Waltz,You Light Up My Life,11,7,5,9,0,9,9,0,9,0,0,0,0,0,0,36
1128,Dave Myers,Karen Hauer,Tango,I'm Gonna Be,11,7,6,4,0,6,4,0,6,0,0,0,0,0,0,20
1129,Natalie Gumede,Artem Chigvintsev,Jive,Proud Mary,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,Ashley Taylor Dawson,Ola Jordan,Quickstep,Are You Gonna Be My Girl,11,7,8,8,0,9,9,0,9,0,0,0,0,0,0,35
1131,Sophie Ellis-Bextor,Brendan Cole,Argentine Tango,Sweet Dreams (Are Made Of This),11,7,9,8,0,8,8,0,8,0,0,0,0,0,0,32
1132,Patrick Robinson,Anya Garnis,American Smooth,It Had To Be You,11,7,10,9,0,9,9,0,10,0,0,0,0,0,0,37
1133,Sophie Ellis-Bextor,Brendan Cole,Quickstep,The Lady is a Tramp,11,8,1,7,0,9,9,0,9,0,0,0,0,0,0,34
1134,Patrick Robinson,Anya Garnis,Samba,Copacabana,11,8,2,8,0,9,9,0,9,0,0,0,0,0,0,35
1135,Ben Cohen,Kristina Rihanoff,American Smooth,Fallin',11,8,3,8,0,8,8,0,8,0,0,0,0,0,0,32
1136,Ashley Taylor Dawson,Ola Jordan,Paso Doble,You Give Love a Bad Name,11,8,4,8,0,9,9,0,9,0,0,0,0,0,0,35
1137,Fiona Fullerton,Anton du Beke,American Smooth,Come Fly With Me,11,8,5,6,0,8,8,0,7,0,0,0,0,0,0,29
1138,Abbey Clancy,Aljaž Skorjanec,Quickstep,Walking On Sunshine,11,8,6,7,0,10,10,0,10,0,0,0,0,0,0,37
1139,Mark Benton,Iveta Lukosiute,Jive,You Can't Stop the Beat,11,8,7,5,0,8,8,0,8,0,0,0,0,0,0,29
1140,Susanna Reid,Kevin Clifton,Paso Doble,Los Toreadors,11,8,8,9,0,10,10,0,10,0,0,0,0,0,0,39
1141,Natalie Gumede,Artem Chigvintsev,Charleston,Bang Bang,11,8,9,9,0,10,10,0,10,0,0,0,0,0,0,39
1142,Susanna Reid,Kevin Clifton,Cha-Cha-Cha,Hound Dog,11,9,1,7,0,8,8,0,8,0,0,0,0,0,0,31
1143,Ashley Taylor Dawson,Ola Jordan,Waltz,I Will Always Love You,11,9,2,8,0,9,9,0,9,0,0,0,0,0,0,35
1144,Natalie Gumede,Artem Chigvintsev,Tango,Where Have You Been,11,9,3,9,0,9,10,0,9,0,0,0,0,0,0,37
1145,Mark Benton,Iveta Lukosiute,Foxtrot,It's A Beautiful Day,11,9,4,6,0,7,7,0,8,0,0,0,0,0,0,28
1146,Sophie Ellis-Bextor,Brendan Cole,Rumba,Will You Still Love Me Tomorrow,11,9,5,7,0,8,8,0,8,0,0,0,0,0,0,31
1147,Ben Cohen,Kristina Rihanoff,Charleston,No Diggity,11,9,6,6,0,7,7,0,7,0,0,0,0,0,0,27
1148,Abbey Clancy,Aljaž Skorjanec,Paso Doble,You Got The Love,11,9,7,8,0,8,8,0,8,0,0,0,0,0,0,32
1149,Patrick Robinson,Anya Garnis,Viennese Waltz,A New Day Has Come,11,9,8,8,0,8,8,0,8,0,0,0,0,0,0,32
1150,Patrick Robinson,Anya Garnis,Charleston,Chitty Chitty Bang Bang,11,10,1,8,0,10,10,0,10,0,0,0,0,0,0,38
1151,Natalie Gumede,Artem Chigvintsev,American Smooth,And I Am Telling You I'm Not Going,11,10,2,9,0,8,10,0,9,0,0,0,0,0,0,36
1152,Mark Benton,Iveta Lukosiute,Samba,I Just Can't Wait To Be King,11,10,3,7,0,7,8,0,7,0,0,0,0,0,0,29
1153,Sophie Ellis-Bextor,Brendan Cole,Viennese Waltz,My Favourite Things,11,10,4,9,0,9,9,0,9,0,0,0,0,0,0,36
1154,Abbey Clancy,Aljaž Skorjanec,Salsa,You Should Be Dancing,11,10,5,10,0,10,10,0,10,0,0,0,0,0,0,40
1155,Ashley Taylor Dawson,Ola Jordan,Rumba,A Whole New World,11,10,6,8,0,9,9,0,9,0,0,0,0,0,0,35
1156,Susanna Reid,Kevin Clifton,Quickstep,Good Morning,11,10,7,7,0,9,9,0,8,0,0,0,0,0,0,33
1157,Ashley Taylor Dawson,Ola Jordan,Salsa,Conga,11,11,1,8,0,9,9,0,9,0,0,0,0,0,0,35
1158,Natalie Gumede,Artem Chigvintsev,Paso Doble,El Gato Montes,11,11,2,9,0,8,9,0,9,0,0,0,0,0,0,35
1159,Patrick Robinson,Anya Garnis,Rumba,When I Was Your Man,11,11,3,8,0,9,9,0,10,0,0,0,0,0,0,36
1160,Susanna Reid,Kevin Clifton,Argentine Tango,Smooth Criminal,11,11,4,8,0,8,8,0,8,0,0,0,0,0,0,32
1161,Abbey Clancy,Aljaž Skorjanec,Viennese Waltz,Delilah,11,11,5,9,0,9,10,0,9,0,0,0,0,0,0,37
1162,Sophie Ellis-Bextor,Brendan Cole,Tango,Material Girl,11,11,6,9,0,8,9,0,8,0,0,0,0,0,0,34
1163,Natalie Gumede,Artem Chigvintsev,Salsa,Wanna Be Startin' Somethin',11,12,1,10,0,10,10,0,10,0,0,0,0,0,0,40
1164,Patrick Robinson,Anya Garnis,Waltz,Unchained Melody,11,12,2,9,0,9,9,0,9,0,0,0,0,0,0,36
1165,Sophie Ellis-Bextor,Brendan Cole,Paso Doble,Montagues and Capulets,11,12,3,8,0,9,9,0,9,0,0,0,0,0,0,35
1166,Susanna Reid,Kevin Clifton,Foxtrot,Can't Take My Eyes Off You,11,12,4,9,0,10,10,0,9,0,0,0,0,0,0,38
1167,Abbey Clancy,Aljaž Skorjanec,Samba,Faith,11,12,5,9,0,10,10,0,10,0,0,0,0,0,0,39
1168,Natalie Gumede,Artem Chigvintsev,Argentine Tango,Monserrat,11,12,6,9,0,10,10,0,9,0,0,0,0,0,0,38
1169,Patrick Robinson,Anya Garnis,Paso Doble,Because the Night,11,12,7,7,0,9,9,0,8,0,0,0,0,0,0,33
1170,Sophie Ellis-Bextor,Brendan Cole,American Smooth,They Can't Take That Away From Me,11,12,8,8,0,9,10,0,9,0,0,0,0,0,0,36
1171,Susanna Reid,Kevin Clifton,Salsa,Move Your Feet,11,12,9,8,0,8,8,0,8,0,0,0,0,0,0,32
1172,Abbey Clancy,Aljaž Skorjanec,American Smooth,Sweet Caroline,11,12,10,9,0,10,10,0,10,0,0,0,0,0,0,39
1173,Susanna Reid,Kevin Clifton,Quickstep,Good Morning,11,13,1,8,0,10,10,0,9,0,0,0,0,0,0,37
1174,Abbey Clancy,Aljaž Skorjanec,Waltz,I'm Kissing You,11,13,2,10,0,10,10,0,10,0,0,0,0,0,0,40
1175,Natalie Gumede,Artem Chigvintsev,Cha-Cha-Cha,Rasputin,11,13,3,9,0,10,10,0,10,0,0,0,0,0,0,39
1176,Sophie Ellis-Bextor,Brendan Cole,Viennese Waltz,My Favourite Things,11,13,4,9,0,10,10,0,10,0,0,0,0,0,0,39
1177,Susanna Reid,Kevin Clifton,Show dance,Your Song,11,13,5,9,0,9,9,0,9,0,0,0,0,0,0,36
1178,Abbey Clancy,Aljaž Skorjanec,Show dance,Sweet Child O' Mine,11,13,6,9,0,9,10,0,10,0,0,0,0,0,0,38
1179,Natalie Gumede,Artem Chigvintsev,Show dance,Stepping Out With My Baby,11,13,7,10,0,10,10,0,10,0,0,0,0,0,0,40
1180,Sophie Ellis-Bextor,Brendan Cole,Show dance,I Wanna Dance With Somebody,11,13,8,8,0,9,9,0,9,0,0,0,0,0,0,35
1181,Susanna Reid,Kevin Clifton,Paso Doble,Los Toreadors,11,13,9,9,0,10,10,0,10,0,0,0,0,0,0,39
1182,Abbey Clancy,Aljaž Skorjanec,Quickstep,Walking on Sunshine,11,13,10,9,0,9,10,0,10,0,0,0,0,0,0,38
1183,Natalie Gumede,Artem Chigvintsev,American Smooth,And I Am Telling You I'm Not Going,11,13,11,10,0,10,10,0,10,0,0,0,0,0,0,40
1184,Caroline Flack,Pasha Kovalev,Cha-Cha-Cha,Can You Feel It,12,1,1,6,0,7,7,0,7,0,0,0,0,0,0,27
1185,Tim Wonnacott,Natalie Lowe,Cha-Cha-Cha,Shop Around,12,1,2,3,0,5,5,0,5,0,0,0,0,0,0,18
1186,Jake Wood,Janette Manrara,Tango,Toxic,12,1,3,7,0,7,7,0,7,0,0,0,0,0,0,28
1187,Judy Murray,Anton du Beke,Waltz,Mull Of Kintyre,12,1,4,3,0,6,5,0,4,0,0,0,0,0,0,18
1188,Scott Mills,Joanne Clifton,Cha-Cha-Cha,Rock DJ,12,1,5,2,0,5,5,0,4,0,0,0,0,0,0,16
1189,Pixie Lott,Trent Whiddon,Jive,Shake It Off,12,1,6,7,0,7,7,0,6,0,0,0,0,0,0,27
1190,Mark Wright,Karen Hauer,Cha-Cha-Cha,I'm Your Man,12,1,7,5,0,6,6,0,7,0,0,0,0,0,0,24
1191,Alison Hammond,Aljaž Skorjanec,Cha-Cha-Cha,I'm Every Woman,12,1,8,6,0,7,7,0,6,0,0,0,0,0,0,26
1192,Steve Backshall,Ola Jordan,Tango,Born To Be Wild,12,1,9,6,0,7,7,0,6,0,0,0,0,0,0,26
1193,Jennifer Gibney,Tristan MacManus,Jive,Happy,12,1,10,3,0,5,5,0,5,0,0,0,0,0,0,18
1194,Thom Evans,Iveta Lukosiute,Waltz,You Raise Me Up,12,1,11,5,0,6,6,0,6,0,0,0,0,0,0,23
1195,Sunetra Sarker,Brendan Cole,Tango,"Bad Case of Loving You (Doctor, Doctor)",12,1,12,5,0,6,7,0,6,0,0,0,0,0,0,24
1196,Gregg Wallace,Aliona Vilani,Cha-Cha-Cha,Hot 'n' Cold,12,1,13,3,0,5,5,0,5,0,0,0,0,0,0,18
1197,Frankie Bridge,Kevin Clifton,Waltz,Someone Like You,12,1,14,7,0,8,8,0,7,0,0,0,0,0,0,30
1198,Simon Webbe,Kristina Rihanoff,Jive,"Good Golly, Miss Molly",12,1,15,6,0,7,7,0,7,0,0,0,0,0,0,27
1199,Thom Evans,Iveta Lukosiute,Salsa,Hot Hot Hot,12,2,1,5,0,7,6,0,7,0,0,0,0,0,0,25
1200,Jennifer Gibney,Tristan MacManus,Waltz,(You Make Me Feel Like) A Natural Woman,12,2,2,4,0,5,5,0,5,0,0,0,0,0,0,19
1201,Simon Webbe,Kristina Rihanoff,Tango,Sing,12,2,3,5,0,7,7,0,7,0,0,0,0,0,0,26
1202,Gregg Wallace,Aliona Vilani,Charleston,Hey Good Looking,12,2,4,3,0,5,5,0,5,0,0,0,0,0,0,18
1203,Alison Hammond,Aljaž Skorjanec,Foxtrot,I Just Wanna Make Love To You,12,2,5,5,0,6,6,0,5,0,0,0,0,0,0,22
1204,Jake Wood,Janette Manrara,Salsa,Mambo No. 5,12,2,6,8,0,9,9,0,9,0,0,0,0,0,0,35
1205,Judy Murray,Anton du Beke,Cha-Cha-Cha,She's A Lady,12,2,7,2,0,5,5,0,5,0,0,0,0,0,0,17
1206,Caroline Flack,Pasha Kovalev,Tango,Blame,12,2,8,7,0,7,8,0,7,0,0,0,0,0,0,29
1207,Tim Wonnacott,Natalie Lowe,Waltz,When You Wish Upon A Star,12,2,9,5,0,6,6,0,6,0,0,0,0,0,0,23
1208,Sunetra Sarker,Brendan Cole,Cha-Cha-Cha,Million Dollar Bill,12,2,10,6,0,7,7,0,6,0,0,0,0,0,0,26
1209,Mark Wright,Karen Hauer,American Smooth,I'm Yours,12,2,11,6,0,7,7,0,7,0,0,0,0,0,0,27
1210,Scott Mills,Joanne Clifton,Tango,Stop,12,2,12,4,0,6,5,0,5,0,0,0,0,0,0,20
1211,Pixie Lott,Trent Whiddon,Waltz,Come Away With Me,12,2,13,8,0,9,9,0,9,0,0,0,0,0,0,35
1212,Steve Backshall,Ola Jordan,Cha-Cha-Cha,Treasure,12,2,14,3,0,6,6,0,6,0,0,0,0,0,0,21
1213,Frankie Bridge,Kevin Clifton,Charleston,Theme from 'Happy Days',12,2,15,7,0,8,8,0,7,0,0,0,0,0,0,30
1214,Alison Hammond,Aljaž Skorjanec,Jive,Footloose,12,3,1,4,0,6,6,0,5,0,7,0,0,0,0,28
1215,Steve Backshall,Ola Jordan,Quickstep,I Wanna Be Like You,12,3,2,6,0,7,8,0,7,0,6,0,0,0,0,34
1216,Jennifer Gibney,Tristan MacManus,Foxtrot,Mamma Mia,12,3,3,3,0,5,5,0,5,0,5,0,0,0,0,23
1217,Simon Webbe,Kristina Rihanoff,Rumba,Take My Breath Away,12,3,4,4,0,6,7,0,6,0,7,0,0,0,0,30
1218,Judy Murray,Anton du Beke,Quickstep,Don't Rain On My Parade,12,3,5,3,0,5,5,0,5,0,5,0,0,0,0,23
1219,Tim Wonnacott,Natalie Lowe,Charleston,Money Money,12,3,6,2,0,5,5,0,5,0,5,0,0,0,0,22
1220,Caroline Flack,Pasha Kovalev,Rumba,I Don't Want To Miss A Thing,12,3,7,8,0,8,9,0,8,0,9,0,0,0,0,42
1221,Scott Mills,Joanne Clifton,Samba,Under The Sea,12,3,8,2,0,5,6,0,5,0,7,0,0,0,0,25
1222,Frankie Bridge,Kevin Clifton,Paso Doble,America,12,3,9,8,0,9,9,0,9,0,10,0,0,0,0,45
1223,Jake Wood,Janette Manrara,Waltz,The Godfather Waltz,12,3,10,8,0,8,8,0,8,0,8,0,0,0,0,40
1224,Pixie Lott,Trent Whiddon,Quickstep,Be Our Guest,12,3,11,7,0,9,9,0,9,0,9,0,0,0,0,43
1225,Thom Evans,Iveta Lukosiute,Charleston,"New York, New York",12,3,12,7,0,8,8,0,8,0,7,0,0,0,0,38
1226,Sunetra Sarker,Brendan Cole,American Smooth,The Way You Look Tonight,12,3,13,7,0,9,8,0,8,0,8,0,0,0,0,40
1227,Mark Wright,Karen Hauer,Paso Doble,Theme from 'Superman',12,3,14,6,0,7,7,0,6,0,9,0,0,0,0,35
1228,Frankie Bridge,Kevin Clifton,Cha-Cha-Cha,Call Me Maybe,12,4,1,8,0,8,8,0,8,0,0,0,0,0,0,32
1229,Mark Wright,Karen Hauer,Quickstep,Tiger Feet,12,4,2,7,0,7,8,0,7,0,0,0,0,0,0,29
1230,Judy Murray,Anton du Beke,Tango,Jealousy,12,4,3,4,0,6,6,0,6,0,0,0,0,0,0,22
1231,Simon Webbe,Kristina Rihanoff,Charleston,My Old Man (Said Follow The Van),12,4,4,7,0,8,8,0,8,0,0,0,0,0,0,31
1232,Alison Hammond,Aljaž Skorjanec,Samba,Bootylicious,12,4,5,6,0,7,7,0,7,0,0,0,0,0,0,27
1233,Scott Mills,Joanne Clifton,American Smooth,Total Eclipse of the Heart,12,4,6,2,0,4,4,0,5,0,0,0,0,0,0,15
1234,Steve Backshall,Ola Jordan,Salsa,Jump in the Line,12,4,7,6,0,7,7,0,7,0,0,0,0,0,0,27
1235,Pixie Lott,Trent Whiddon,Rumba,Stay With Me,12,4,8,8,0,8,8,0,8,0,0,0,0,0,0,32
1236,Tim Wonnacott,Natalie Lowe,Paso Doble,The Best,12,4,9,3,0,5,5,0,6,0,0,0,0,0,0,19
1237,Sunetra Sarker,Brendan Cole,Salsa,Turn the Beat Around,12,4,10,6,0,7,7,0,7,0,0,0,0,0,0,27
1238,Thom Evans,Iveta Lukosiute,Foxtrot,Build Me Up Buttercup,12,4,11,6,0,8,8,0,8,0,0,0,0,0,0,30
1239,Jake Wood,Janette Manrara,Jive,All Shook Up,12,4,12,8,0,8,8,0,9,0,0,0,0,0,0,33
1240,Caroline Flack,Pasha Kovalev,Quickstep,We Go Together,12,4,13,8,0,9,8,0,8,0,0,0,0,0,0,33
1241,Jake Wood,Janette Manrara,Quickstep,I'm Still Standing,12,5,1,7,0,8,8,0,8,0,0,0,0,0,0,31
1242,Sunetra Sarker,Brendan Cole,Viennese Waltz,Anyone Who Had A Heart,12,5,2,7,0,8,8,0,7,0,0,0,0,0,0,30
1243,Scott Mills,Joanne Clifton,Charleston,"Flash, Bang, Wallop",12,5,3,4,0,5,5,0,5,0,0,0,0,0,0,19
1244,Thom Evans,Iveta Lukosiute,Cha-Cha-Cha,It's My Party,12,5,4,6,0,7,7,0,7,0,0,0,0,0,0,27
1245,Frankie Bridge,Kevin Clifton,Foxtrot,Daydream Believer,12,5,5,8,0,8,8,0,8,0,0,0,0,0,0,32
1246,Alison Hammond,Aljaž Skorjanec,Tango,Addicted To You,12,5,6,5,0,6,6,0,6,0,0,0,0,0,0,23
1247,Mark Wright,Karen Hauer,Samba,That's The Way I Like It,12,5,7,8,0,8,8,0,9,0,0,0,0,0,0,33
1248,Simon Webbe,Kristina Rihanoff,Viennese Waltz,Somebody To Love,12,5,8,7,0,7,7,0,7,0,0,0,0,0,0,28
1249,Judy Murray,Anton du Beke,Charleston,Varsity Drag,12,5,9,3,0,5,5,0,5,0,0,0,0,0,0,18
1250,Caroline Flack,Pasha Kovalev,Paso Doble,Live and Let Die,12,5,10,8,0,8,9,0,9,0,0,0,0,0,0,34
1251,Steve Backshall,Ola Jordan,Waltz,I Wonder Why,12,5,11,7,0,7,8,0,8,0,0,0,0,0,0,30
1252,Pixie Lott,Trent Whiddon,Samba,I Yi Yi Yi Yi,12,5,12,8,0,9,9,0,9,0,0,0,0,0,0,35
1253,Sunetra Sarker,Brendan Cole,Jive,Tainted Love,12,6,1,6,0,7,7,0,7,0,0,0,0,0,0,27
1254,Alison Hammond,Aljaž Skorjanec,American Smooth,Wuthering Heights,12,6,2,5,0,7,7,0,7,0,0,0,0,0,0,26
1255,Simon Webbe,Kristina Rihanoff,Paso Doble,Poison,12,6,3,6,0,7,8,0,8,0,0,0,0,0,0,29
1256,Steve Backshall,Ola Jordan,Charleston,Dem Bones Dem Bones,12,6,4,5,0,7,7,0,7,0,0,0,0,0,0,26
1257,Pixie Lott,Trent Whiddon,Tango,Danger! High Voltage,12,6,5,8,0,8,9,0,8,0,0,0,0,0,0,33
1258,Judy Murray,Anton du Beke,American Smooth,Cruella De Vil,12,6,6,3,0,6,5,0,6,0,0,0,0,0,0,20
1259,Jake Wood,Janette Manrara,Paso Doble,Black Betty,12,6,7,6,0,8,8,0,7,0,0,0,0,0,0,29
1260,Caroline Flack,Pasha Kovalev,Samba,Le Freak,12,6,8,7,0,8,9,0,8,0,0,0,0,0,0,32
1261,Scott Mills,Joanne Clifton,Foxtrot,Theme from The Addams Family,12,6,9,3,0,6,6,0,6,0,0,0,0,0,0,21
1262,Mark Wright,Karen Hauer,Jive,Little Shop of Horrors,12,6,10,8,0,9,9,0,9,0,0,0,0,0,0,35
1263,Frankie Bridge,Kevin Clifton,Tango,Defying Gravity,12,6,11,9,0,9,10,0,9,0,0,0,0,0,0,37
1264,Simon Webbe,Kristina Rihanoff,Quickstep,I Got Rhythm,12,7,1,7,0,9,8,0,9,0,0,0,0,0,0,33
1265,Caroline Flack,Pasha Kovalev,Waltz,Three Times A Lady,12,7,2,7,0,8,8,0,8,0,0,0,0,0,0,31
1266,Jake Wood,Janette Manrara,Rumba,Strangers In The Night,12,7,3,6,0,7,7,0,7,0,0,0,0,0,0,27
